Institution_ID,Institution_Name,Institution_Address,Institution_City,Institution_State,Institution_Zip,Institution_Web_Address,
195225,"Institute for Child and Family Health, Inc.",9380 Sunset Drive(SW 72 St.) Suite B-235,Miami,FL,"33173",,
229407,Institute for Multicultural Counseling and Education Services,"3580 Wilshire Boulevard, Suite 2000",Los Angeles,CA,"90010",,
205911,Integris Baptist Medical Center,3300 NW Expressway,Oklahoma City,OK,"73112-4418",,
233091,Intercultural Institute of California,1610 Bush Street,San Francisco,CA,"94107",,
197230,Interfaith Medical Center,1545 Atlantic Avenue,Brooklyn,NY,"11213",,
197230,Interfaith Medical Center,1545 Atlantic Avenue,Brooklyn,NY,"11213",,
208293,INTERLINK - Indiana State University,200 N 7th St,Terre Haute,IN,"47809",,
216092,International Center for Language Studies,"1133 15th Street NW, Suite 600",Washington,DC,"20005",icls.com,
206242,Iowa Health,1200 Pleasant St,Des Moines,IA,"50309-1406",,
130679,Isabella Graham Hart School of Practical Nursing,333 Humboldt Street,Rochester,NY,"14610-1044",,
130679,Isabella Graham Hart School of Practical Nursing,333 Humboldt Street,Rochester,NY,"14610-1044",,
228608,iTeachU.S.,P.O. Box 1626,Denton,TX,"76202",,
193830,Jack C. Montgomery VAMC,1011 Honor Heights Drive,Muskogee,OK,"74401",,
157614,Jackson Memorial Hospital,"1611 NW 12th Avenue, C-250",Miami,FL,"33136",,
157614,Jackson Memorial Hospital,"1611 NW 12th Avenue, C-250",Miami,FL,"33136",,
208804,Jamaica Hospital Dental General Practice Residency 12 Months,89-06 135th Street,Jamaica,NY,"11418",,
195340,James A. Haley Veterans Hospital,13000 N. Bruce B. Downs Boulevard,Tampa,FL,"33612-4745",www.tampa.va.gov/,
195340,James A. Haley Veterans Hospital,13000 N. Bruce B. Downs Boulevard,Tampa,FL,"33612-4745",www.tampa.va.gov/,
195340,James A. Haley Veterans Hospital,13000 N. Bruce B. Downs Boulevard,Tampa,FL,"33612-4745",www.tampa.va.gov/,
195340,James A. Haley Veterans Hospital,13000 N. Bruce B. Downs Boulevard,Tampa,FL,"33612-4745",www.tampa.va.gov/,
192730,James J. Peters VA Medical Center,130 West Kingsbridge Road,Bronx,NY,"10468-3904",www.bronx.va.gov,
192730,James J. Peters VA Medical Center,130 West Kingsbridge Road,Bronx,NY,"10468-3904",www.bronx.va.gov,
195687,Jefferson County Internship Consortium,"914 E. Broadway, Suite 125",Louisville,KY,"40204",,
208813,Jersey City Medical Center Dental General Practice Residency 12 Months,115 Christopher Columbus Drive,Jersey City,NJ,"07304",,
224138,Jersey Shore University Medical Center,1945 State Route 33,Neptune,NJ,"07754-0397",,
209719,Jesse Brown VA Medical Center,820 S. Damen Avenue,Chicago,IL,"60612",www.chicago.va.gov,
209719,Jesse Brown VA Medical Center,820 S. Damen Avenue,Chicago,IL,"60612",www.chicago.va.gov,
197249,"Jewish Board of Family and Children's Services, Inc.",135 West 50th Street,New York,NY,"10020",,
195517,Jewish Child and Family Services,255 Revere Drive,Northbrook,IL,"60062",,
197258,Jewish Child Care Association of New York,"1075 Broadway, P.O. Box 237",Pleasantville,NY,"10570",,
166522,JFK Medical Center Muhlenberg Harold B. and Dorothy A. Snyder School,Park Ave and Randolph Rd,Plainfield,NJ,"07061",,
128391,JFK Medical Center Muhlenberg Harold B. and Dorothy A. Snyder School of Nursing,Park Ave and Randolph Rd,Plainfield,NJ,"07061",WWW.SOLARISHS.ORG,
211325,John D. Dingell VA Medical Center,4646 John R. Street,Detroit,MI,"48201",www.detroit.va.gov,
211325,John D. Dingell VA Medical Center,4646 John R. Street,Detroit,MI,"48201",www.detroit.va.gov,
211325,John D. Dingell VA Medical Center,4646 John R. Street,Detroit,MI,"48201",www.detroit.va.gov,
211325,John D. Dingell VA Medical Center,4646 John R. Street,Detroit,MI,"48201",www.detroit.va.gov,
211325,John D. Dingell VA Medical Center,4646 John R. Street,Detroit,MI,"48201",www.detroit.va.gov,
208822,John F. Kennedy Medical Center Dental General Practice Residency 12 Months,65 James Street,Edison,NJ,"08818-3059",,
195933,John L. Gildner Regional Institute for Children and Adolescents,15000 Broschart Road,Rockville,MD,"20850",,
206145,John Muir Health Center,2540 East St,Concord,CA,"94520-1906",,
192749,Johns Hopkins Bayview Medical Center,4940 Eastern Avenue,Baltimore,MD,"21224-2735",,
192749,Johns Hopkins Bayview Medical Center,4940 Eastern Avenue,Baltimore,MD,"21224-2735",,
192749,Johns Hopkins Bayview Medical Center,4940 Eastern Avenue,Baltimore,MD,"21224-2735",,
155867,Johns Hopkins Hospital,600 N Wolfe Street,Baltimore,MD,"21287",,
155867,Johns Hopkins Hospital,600 N Wolfe Street,Baltimore,MD,"21287",,
205939,Johnson City Medical Center,400 N State of Franklin Rd,Johnson City,TN,"37604-6035",,
227748,Kaiser Permanente - Central Bay Consortium,275 West MacArthur Boulevard,Oakland,CA,"94611",,
229416,Kaiser Permanente - Fresno,4785 North First Street,Fresno,CA,"93726",,
194745,Kaiser Permanente - Los Angeles,"4700 Sunset Boulevard, 6th Floor",Los Angeles,CA,"90027",,
217411,Kaiser Permanente - North Bay Consortium,1761 Broadway Suite 100,Vallejo,CA,"94589",,
194754,Kaiser Permanente - San Diego,780 Shadowridge Drive,Vista,CA,"92083",,
227809,Kaiser Permanente - South Bay Consortium,6620 Via del Oro,San Jose,CA,"95119",,
235255,Kaiser Permanente - South East Bay Consortium,3555 Whipple Road Building C,Union City,CA,"94587",,
232830,Kaiser Permanente - West Bay Consortium,801 Traeger Avenue - Bayhill,San Bruno,CA,"94066",,
196714,Kansas City VA Medical Center,4801 Linwood Boulevard,Kansas City,MO,"64128",www.kansascity.va.gov,
196714,Kansas City VA Medical Center,4801 Linwood Boulevard,Kansas City,MO,"64128",www.kansascity.va.gov,
196714,Kansas City VA Medical Center,4801 Linwood Boulevard,Kansas City,MO,"64128",www.kansascity.va.gov,
194392,Keller Army Community Hospital West Point Residency in Family Practice Optometry,"Keller Army Community Hospital, 900 Washington Rd",West Point,NY,"10996",,
161828,King's Daughters' Hospital and Health Services,PO Box 447,Madison,IN,,,
197276,Kings County Hospital Center,451 Clarkson Avenue,Brooklyn,NY,,,
197276,Kings County Hospital Center,451 Clarkson Avenue,Brooklyn,NY,,,
197276,Kings County Hospital Center,451 Clarkson Avenue,Brooklyn,NY,,,
208831,Kingsbrook Jewish Medical Center Dental General Practice Residency 12 Months,585 Schnectady Avenue,Brooklyn,NY,"11203",,
194620,"La Frontera Center, Inc.",410 S. 6th Ave.,Tucson,AZ,"85701",,
195526,La Rabida Children's Hospital,East 65th Street at Lake Michigan,Chicago,IL,"60649",,
205957,Lancaster General Hospital,555 N Duke Street PO Box 3555,Lancaster,PA,"17604-3555",,
228486,Larned State Hospital,1301 Kansas Hwy 264,Larned,KS,"67550",,
231086,Larue D. Carter Memorial Hospital,2601 Cold Spring Road,Indianapolis,IN,"46222",,
216056,Lawrence & Memorial Hospital,365 Montauk Avenue,New London,CT,"06320-4700",,
219505,Lebanon VA Medical Center Residency in Ocular Disease and Low Vision Rehabilitation,"332 Eye Clinic, 1700 S. Lincoln Avenue",Lebanon,PA,"17042",,
208840,Legacy Emanuel Hospital and Health Center,1849 NW Kearney # 300,Portland,OR,"97209",,
205966,Legacy Health System,2801 N Gantenbein Ave,Portland,OR,"97227-1623",,
205975,Lehigh Valley Hospital & Health Network,"PO Box 689, Cedar Crest & I78",Allentown,PA,"18105-1556",,
209597,Lehigh Valley Hospital - Allentown Dental General Practice Residency 12 Months,"17th and Chew Street, Box 7017",Allentown,PA,"18105",,
209904,Lehigh Valley Hospital - Muhlenberg Dental Practice Residency 12 Months,2545 Schoenersville Road,Bethlehem,PA,"18017-7384",,
197285,Lenox Hill Hospital,100 East 77th Street,New York,NY,"10021",,
214971,Lewistown Hospital,400 Highland Avenue,Lewistown,PA,"17044",,
197920,Lewisville Independent School District Psychology Internship,701 S. Charles,Lewisville,TX,"75057",,
195702,Lexington VA Medical Center,1101 Veterans Drive,Lexington,KY,,www.lexington.va.gov,
195702,Lexington VA Medical Center,1101 Veterans Drive,Lexington,KY,,www.lexington.va.gov,
195702,Lexington VA Medical Center,1101 Veterans Drive,Lexington,KY,,www.lexington.va.gov,
233213,LIC/LISMA Language Center Long Island,1125 Willis Avenue,Albertson,NY,"11507",,
233222,LIC/LISMA Language Center Manhattan,34 W. 32nd Street,New York,NY,"11354",,
233268,LIC/LISMA Language Center Palisades Park,342A Commercial Avenue,Palisades Park,NJ,"07650",,
233277,LIC/LISMA Language Center Queens,"37-12 Prince Street, 2nd Floor",Flushing,NY,"11354",,
196954,Lincoln Hills School,Wisconsin Division of Juvenile Corrections,Wales,WI,"53183-0900",,
197294,Lincoln Medical and Mental Health Center,234 East 149th Street,Bronx,NY,"10451",,
197294,Lincoln Medical and Mental Health Center,234 East 149th Street,Bronx,NY,"10451",,
225229,Loma Linda University School of Dentistry Predoctoral Internship,Dental School,Loma Linda,CA,"92350",,
209968,Long Island Jewish Medical Center,270-05 76th Avenue,New Hyde Park,NY,"11040",,
209968,Long Island Jewish Medical Center,270-05 76th Avenue,New Hyde Park,NY,"11040",,
209968,Long Island Jewish Medical Center,270-05 76th Avenue,New Hyde Park,NY,"11040",,
209968,Long Island Jewish Medical Center,270-05 76th Avenue,New Hyde Park,NY,"11040",,
209968,Long Island Jewish Medical Center,270-05 76th Avenue,New Hyde Park,NY,"11040",,
209968,Long Island Jewish Medical Center,270-05 76th Avenue,New Hyde Park,NY,"11040",,
209968,Long Island Jewish Medical Center,270-05 76th Avenue,New Hyde Park,NY,"11040",,
209968,Long Island Jewish Medical Center,270-05 76th Avenue,New Hyde Park,NY,"11040",,
220570,Long Island University/C.W. Post Campus Dietetic Internship,720 Northern Boulevard,Brookville,NY,"11548",,
235796,Los Angeles Academy of Figurative Art,16926 Saticoy Street,Van Nuys,CA,"91406",,
193380,Los Angeles County/USC Medical Center Dentistry Department General Practice Residency 12 Months,"1200 North State Street, Room 1P51",Los Angeles,CA,"90033",,
196787,Louis Stokes Cleveland VA Medical Center,10701 East Boulevard,Cleveland,OH,"44106",www.cleveland.va.gov,
196787,Louis Stokes Cleveland VA Medical Center,10701 East Boulevard,Cleveland,OH,"44106",www.cleveland.va.gov,
196787,Louis Stokes Cleveland VA Medical Center,10701 East Boulevard,Cleveland,OH,"44106",www.cleveland.va.gov,
196787,Louis Stokes Cleveland VA Medical Center,10701 East Boulevard,Cleveland,OH,"44106",www.cleveland.va.gov,
196787,Louis Stokes Cleveland VA Medical Center,10701 East Boulevard,Cleveland,OH,"44106",www.cleveland.va.gov,
196787,Louis Stokes Cleveland VA Medical Center,10701 East Boulevard,Cleveland,OH,"44106",www.cleveland.va.gov,
196787,Louis Stokes Cleveland VA Medical Center,10701 East Boulevard,Cleveland,OH,"44106",www.cleveland.va.gov,
196787,Louis Stokes Cleveland VA Medical Center,10701 East Boulevard,Cleveland,OH,"44106",www.cleveland.va.gov,
166513,LOUISE OBICI MEMORIAL HOSPITAL,P.O. BOX 1100,SUFFOLK,VA,,,
225265,Loyola University Medical Center Dental General Practice Residency 12 Month,2160 South First Avenue,Maywood,IL,"60153",,
205984,Luther Midelfort,1221 Whipple St,Eau Claire,WI,"54702-4105",,
205993,Lutheran Homes of Oshkosh,225 N Eagle St,Oshkosh,WI,"54902-4125",,
206002,Lutheran Hospital of Indiana,7950 W Jefferson Blvd,Fort Wayne,IN,"46804-4160",,
208859,Lutheran Medical Center Department of Dental Service,150 55th Street,Brooklyn,NY,"11220",,
208859,Lutheran Medical Center Department of Dental Service,150 55th Street,Brooklyn,NY,"11220",,
208859,Lutheran Medical Center Department of Dental Service,150 55th Street,Brooklyn,NY,"11220",,
225274,Lutheran Medical Center Department of Dental Service Advanced Education in General Dentistry 12 Months,150 55th Street,Brooklyn,NY,"11220",,
225283,Lutheran Medical Center Department of Dental Service General Practice Residency 12 Months,150 55th Street,Brooklyn,NY,"11220",,
206011,Lutheran Senior Services at Laclede Groves Retirement Community,723 Laclede Station Rd,Saint Louis,MO,"63119-4911",,
147749,Lynchburg General Hospital,1901 Tate Springs Rd,Lynchburg,VA,"24501",www.centrahealth.com,
206020,MacNeal Health Network,3249 Oak Park Ave,Berwyn,IL,"60402-3429",,
197018,Madigan Army Medical Center,9040 Reid Street,Tacoma,WA,,,
197018,Madigan Army Medical Center,9040 Reid Street,Tacoma,WA,,,
228565,Madigan Army Medical Center,9040 Fitzsimmons Drive,Fort Lewis,WA,"98433",www.mamc.amedd.army.mil,
225292,Madigan Army Medical Center/Ft. Lewis Dental Activity Advanced Education in General Dentistry 12 Months,"MCDS-NI-HDC, Department of the Navy",Tacoma,WA,"98431",,
216852,Madison Oneida BOCES Rome ACCESS Site,214 West Liberty Street,Rome,NY,"13440",,
216870,Madison Oneida BOCES TriPlexus Building,4937 Spring Street,Verona,NY,"13478",,
216861,Madison Oneida BOCES Utica ACCESS Site,508 Second Street,Utica,NY,"13501",,
197300,Maimonides Medical Center,4802 10th Ave,Brooklyn,NY,,,
197300,Maimonides Medical Center,4802 10th Ave,Brooklyn,NY,,,
197300,Maimonides Medical Center,4802 10th Ave,Brooklyn,NY,,,
197300,Maimonides Medical Center,4802 10th Ave,Brooklyn,NY,,,
206039,Maine Medical Center,22 Bramhall St,Portland,ME,"04102-3134",,
195951,Malcolm Grow USAF Medical Center,1050 W Perimeter Road,Andrews AFB,MD,"20762-6600",,
193803,Manchester VAMC Residency in Ocular Disease,Eye Clinic (112) 718 Smyth Road,Manchester,NH,"03104",,
216940,Manhattan Adult Learning Center,"212 West 120th Street, Room 307A",New York,NY,"10027",,
197319,Manhattan Psychiatric Center,Wards Island Complex,New York,NY,"10035",,
194000,Mann-Grandstaff VA Medical Center,4815 N. Assembly Street,Spokane,WA,"99205-6197",www.spokane.va.gov,
195377,Marcus Autism Center,1920 Briarcliff Rd,Atlanta,GA,"30329",www.marcus.org/,
192767,Maricopa County Department of Public Health,"4041 North Central, Suite 700 C",Phoenix,AZ,"85012",www.maricopa.gov/publichealth/services/Nutrition/dieteticintern.aspx,
136039,Marietta Memorial Hospital,401 Matthew St,Marietta,OH,"45750",,
231509,Marin County Health and Human Services,3230 Kerner Blvd.,San Rafael,CA,"94901",www.co.marin.ca.us/hhs/,
130989,Marion S. Whelan School of Practical Nursing,196 North Street,Geneva,NY,"14456-1651",,
130989,Marion S. Whelan School of Practical Nursing,196 North Street,Geneva,NY,"14456-1651",,
130989,Marion S. Whelan School of Practical Nursing,196 North Street,Geneva,NY,"14456-1651",,
216791,Marion VAMC,2401 West Main Street,Marion,IL,"62959",,
225317,Marquette University School of Dentistry Advanced Education in General Dentistry 12 Months,1801 W. Wisconsin Avenue,Milwaukee,WI,"53233",,
225326,Marquette University School of Dentistry Predoctoral Internship,1801 W. Wisconsin Avenue,Milwaukee,WI,"53233",,
209922,Martin Luther King Jr. / Drew Medical Center,12021 South Wilmington Ave,Los Angeles,CA,"90059",,
225432,Martin Luther King Jr. / Drew Medical Center Dental Service General Practice Residency 12 Months,12021 South Wilmington Avenue,Los Angeles,CA,"90059",,
196565,Mary Free Bed Hospital,235 Wealthy SE,Grand Rapids,MI,"49503-5299",,
126960,Mary Lanning Memorial Hospital,715 N Saint Joseph,Hastings,NE,"68901-4497",www.mlmh.org,
180850,Mary Washington Hospital,1001 Sam Perry Boulevard,"Fredericksburg,",VA,"22401",,
180850,Mary Washington Hospital,1001 Sam Perry Boulevard,"Fredericksburg,",VA,"22401",,
220631,Marywood University Dietetic Internship,2300 Adams Avenue,Scranton,PA,"18509-1514",,
220640,Marywood University Distance Education Dietetic Internship,2300 Adams Avenue,Scranton,PA,"18509-1514",,
229160,Massachusetts Eye & Ear Infirmity Residency in Ocular Disease & Cornea/Contact Lenses,243 Charles St.,Boston,MA,"02114",,
165228,Massachusetts General Hospital,55 Fruit Street,Boston,MA,"02114-2696",,
165228,Massachusetts General Hospital,55 Fruit Street,Boston,MA,"02114-2696",,
208868,Maxillofacial and Facial Aesthetic Surgery,280 E. Town Street - Suite C,Columbus,OH,"43215",,
195854,"May Institute, Inc. Psychology Internship",41 Pacella Park Drive,Randolph,MA,"02368",,
208877,Median School of Allied Health Careers,125 Seventh Street,Pittsburgh,PA,"15222-3400",,
209791,Medical Center of Louisiana Dental General Practice Residency 24 Months,1532 Tulane Avenue,New Orleans,LA,"70112-2860",,
225335,Medical College of Georgia School of Dentistry General Practice Residency 12 Months,1120 15th Street,Augusta,GA,"30912-0200",,
225344,Medical College of Georgia School of Dentistry Predoctoral Internship,1120 15th Street,Augusta,GA,"30912-0200",,
225353,Medical College of Ohio Dental General Practice Residency 12 Months,3000 Arlington Avenue,Toledo,OH,"43699",,
231697,Medical Education and Training Campus,"3176 CPL Johnson Road, Bldg. 1291, JBSA",Fort Sam Houston,TX,"78234-6402",,
231697,Medical Education and Training Campus,"3176 CPL Johnson Road, Bldg. 1291, JBSA",Fort Sam Houston,TX,"78234-6402",,
231697,Medical Education and Training Campus,"3176 CPL Johnson Road, Bldg. 1291, JBSA",Fort Sam Houston,TX,"78234-6402",,
225380,Meharry Medical College School of Dentistry General Practice Residency 12 Months,1005 D.B. Todd Blvd.,Nashville,TN,"37208",,
225399,Meharry Medical College School of Dentistry Predoctoral Internship,1005 D.B. Todd Blvd.,Nashville,TN,"37208",,
145479,Memorial City Hospital/Memorial Hermann,921 Gessner,Houston,TX,"77024",www.memorialhermann.org,
144449,Memorial Hermann Baptist Hospital,3800 College Street,Beaumont,TX,"77701",,
206516,Memorial Hermann Hospital/Memorial Hermann Children's Hospital,6411 Fannin St C-613,Houston,TX,"77030-1501",,
206516,Memorial Hermann Hospital/Memorial Hermann Children's Hospital,6411 Fannin St C-613,Houston,TX,"77030-1501",,
107318,Memorial Hospital,"175 South Union Boulevard, Suite 240",Colorado Springs,CO,"80910",,
157988,Memorial Hospital of Rhode Island,111 Brewster Street,Pawtucket,RI,"02860",www.mhri.org/anesth/,
224475,Memphis VA Medical Center,1030 Jefferson Avenue,Memphis,TN,"38104",www.memphis.va.gov,
224475,Memphis VA Medical Center,1030 Jefferson Avenue,Memphis,TN,"38104",www.memphis.va.gov,
224475,Memphis VA Medical Center,1030 Jefferson Avenue,Memphis,TN,"38104",www.memphis.va.gov,
224475,Memphis VA Medical Center,1030 Jefferson Avenue,Memphis,TN,"38104",www.memphis.va.gov,
224475,Memphis VA Medical Center,1030 Jefferson Avenue,Memphis,TN,"38104",www.memphis.va.gov,
224475,Memphis VA Medical Center,1030 Jefferson Avenue,Memphis,TN,"38104",www.memphis.va.gov,
221801,Memphis VA Medical Center Dietetic Internship,1030 Jefferson Avenue,Memphis,TN,"38104",,
223931,Memphis VA Medical Center Psychology Internship,1030 Jefferson Avenue,Memphis,TN,"38104",,
232849,Memphis VA Medical Center Residency in Clinical Neuropsychology,1030 Jefferson Ave,Memphis,TN,"38104",,
193812,Memphis VAMC Residency in Primary Eye Care,1030 Jefferson Avenue,Memphis,TN,"38104",,
196945,Mendota Mental Health Institute,301 Troy Drive,Madison,WI,"53704",,
162821,Mercy Hospital,3663 S Miami Ave,Miami,FL,"33133",mercymiami.org,
126252,Mercy Hospital Springfield,1235 E Cherokee Street,Springfield,MO,"65804",www.stjohns.com,
126252,Mercy Hospital Springfield,1235 E Cherokee Street,Springfield,MO,"65804",www.stjohns.com,
213668,Mercy Medical Center - Dental Service General Practice Residency 12 Months,1320 Mercy Drive NW,Canton,OH,"44708",,
197328,MercyFirst,525 Convent Road,Syosset,NY,"11791-3864",,
206075,Meriter Health Service,202 S Park St,Madison,WI,"53715-1507",,
206084,Methodist Health System,"PO Box 655999, 1441 N Beckley Ave",Dallas,TX,"75265-5999",,
123837,Methodist Hospital,6500 Excelsior Blvd.,St. Louis Park,MN,"55426",,
140313,METHODIST HOSPITAL,2301 S BROAD ST,PHILADELPHIA,PA,"19148",,
207032,Methodist Hospital,"6565 Fannin, M.S. D102",Houston,TX,"77030-2707",,
206109,Methodist Hospital of So. California,"300 W Huntington Dr, PO Box 60016",Arcadia,CA,"91007-3402",,
192776,MetroHealth Medical Center,2500 MetroHealth Drive,Cleveland,OH,"44109-1998",,
192776,MetroHealth Medical Center,2500 MetroHealth Drive,Cleveland,OH,"44109-1998",,
192776,MetroHealth Medical Center,2500 MetroHealth Drive,Cleveland,OH,"44109-1998",,
212018,Miami Children's Hospital,3100 SW 62nd Avenue,Miami,FL,"33155",//www.mch.com/,
212018,Miami Children's Hospital,3100 SW 62nd Avenue,Miami,FL,"33155",//www.mch.com/,
223940,Miami VA Healthcare System,1201 N.W. 16th Street,Miami,FL,"33125",,
223940,Miami VA Healthcare System,1201 N.W. 16th Street,Miami,FL,"33125",,
223940,Miami VA Healthcare System,1201 N.W. 16th Street,Miami,FL,"33125",,
223940,Miami VA Healthcare System,1201 N.W. 16th Street,Miami,FL,"33125",,
192785,Miami Valley Hospital,1 Wyoming Street,Dayton,OH,"45409",,
192785,Miami Valley Hospital,1 Wyoming Street,Dayton,OH,"45409",,
195289,Miami-Dade County Community Action and Human Services Department,Overtown Transit Village 701 NW 1st Court 9th Floor,Miami,FL,"33136",,
192794,Michael E. DeBakey VA Medical Center,2002 Holcombe Boulevard,Houston,TX,"77030-4298",www.houston.va.gov,
192794,Michael E. DeBakey VA Medical Center,2002 Holcombe Boulevard,Houston,TX,"77030-4298",www.houston.va.gov,
192794,Michael E. DeBakey VA Medical Center,2002 Holcombe Boulevard,Houston,TX,"77030-4298",www.houston.va.gov,
192794,Michael E. DeBakey VA Medical Center,2002 Holcombe Boulevard,Houston,TX,"77030-4298",www.houston.va.gov,
192794,Michael E. DeBakey VA Medical Center,2002 Holcombe Boulevard,Houston,TX,"77030-4298",www.houston.va.gov,
192794,Michael E. DeBakey VA Medical Center,2002 Holcombe Boulevard,Houston,TX,"77030-4298",www.houston.va.gov,
227173,Midwestern University - Glendale Dental Predoctoral Internship,19555 N. 59th Avenue,Glendale,AZ,"85308",,
197692,Milton Hershey School,"1201 Homestead Lane, PO Box 830",Hershey,PA,"17033",,
196699,Milwaukee VA Medical Center,5000 West National Avenue,Milwaukee,WI,"53295",,
196699,Milwaukee VA Medical Center,5000 West National Avenue,Milwaukee,WI,"53295",,
196699,Milwaukee VA Medical Center,5000 West National Avenue,Milwaukee,WI,"53295",,
231068,Ministry Health Care,900 Illinois Avenue,Steven Point,WI,"54401",,
193821,Minnesota Eye Consultants Residency in Corneal and Refractive Eye Care Optometry,710 East 24th Street Suite 106,Minneapolis,MN,"55404",,
229610,Minnesota West Community and Technical College,311 North Spring Street,Luverne,MN,"56156",,
235389,Mississippi Educational Consortium for Specialized Advanced Practice Nursing,2500 North State Street,Jackson,MS,"39216-4505",,
196228,Mississippi State Hospital Psychology Internship,Building 51,Whitfield,MS,"39193",,
220747,Mississippi State University Dietetic Internship,"107 Herzer Building, Stone Boulevard",Mississippi State,MS,"39762-9805",,
193405,Missouri Department of Health & Senior Services,Nutrition Policy and Education Unit,Jefferson City,MO,"65102-0570",health.mo.gov/living/wellness/nutrition/dieteticinterns/,
208886,Monmouth Medical Center Dental General Practice Residency 12 Months,300 Second Avenue,Long Branch,NJ,"07740",,
216931,Monroe 2 BOCES,3599 Big Ridge Road,Spencerport,NY,"14559",,
225441,Montefiore Medical Center Dental Department General Practice Residency 12 Months,111 East 210th Street,Bronx,NY,"10467",,
206127,Morning Pilgrim Baptist Church,1309 Goode Street,Montgomery,AL,"36104-5458",,
219851,Morrison Chartwells Distance Education,"5801 Peachtree Dunwoody Road, NE",Atlanta,GA,"30342",,
197629,Morrison Family and Child Services,1818 SE Division Street,Portland,OR,"97202",,
208895,Morristown Memorial Hospital Dental General Practice Residency 12 Months,100 Madison Avenue,Morristown,NJ,"07960",,
133818,Moses Cone Health System,1200 North Elm Street,Greensboro,NC,"27401-1020",,
192819,Mount Auburn Hospital,330 Mount Auburn Street,Cambridge,MA,"02138",,
229425,Mount Sinai Adolescent Health Center,312-320 East 94th Street 2nd Floor,New York,NY,"10128-5604",www.mountsinai.org/patient-care/service-areas/adolescent-health-center,
223339,Mount Sinai Beth Israel,1st Avenue at 16th Street,New York,NY,"10003",,
223339,Mount Sinai Beth Israel,1st Avenue at 16th Street,New York,NY,"10003",,
231013,Mount Sinai Hospital,1 Gustave L. Levy Place,New York,NY,"10029",www.mountsinai.org,
231013,Mount Sinai Hospital,1 Gustave L. Levy Place,New York,NY,"10029",www.mountsinai.org,
231013,Mount Sinai Hospital,1 Gustave L. Levy Place,New York,NY,"10029",www.mountsinai.org,
212009,Mountain Area Health Education Center - Dental Health Center General Practice Residency 12 Months,501 Biltmore Avenue,Asheville,NC,"28801",,
197832,Mountain Home VA Medical Center,Corner of Lamont & Veterans Way,Mountain Home,TN,"37684",www.mountainhome.va.gov,
197832,Mountain Home VA Medical Center,Corner of Lamont & Veterans Way,Mountain Home,TN,"37684",www.mountainhome.va.gov,
197832,Mountain Home VA Medical Center,Corner of Lamont & Veterans Way,Mountain Home,TN,"37684",www.mountainhome.va.gov,
231095,Mountain Language Institute,1212 Arapahoe Street,Golden,CO,"80401",,
128373,Mountainside Hospital,1 Bay Ave,Montclair,NJ,"07042",,
225450,Mountainside Hospital Department of Dentistry General Practice Residency 12 Months,Bay & Highland Avenues,Montclair,NJ,"07042",,
217077,Mt. Washington Pediatric Hospital,1708 West Rogers Avenue,Baltimore,MD,"21209",,
192837,Napa State Hospital,2100 Napa-Vallejo Highway,Napa,CA,"94558-6293",,
192837,Napa State Hospital,2100 Napa-Vallejo Highway,Napa,CA,"94558-6293",,
143765,Nashville General Hospital,1818 Albion Street,Nashville,TN,"37208",,
235413,Nassau University Medical Center,2201 Hempstead  Turnpike,East Meadow,NY,"11554",,
235413,Nassau University Medical Center,2201 Hempstead  Turnpike,East Meadow,NY,"11554",,
235413,Nassau University Medical Center,2201 Hempstead  Turnpike,East Meadow,NY,"11554",,
192846,National Healthcare Corporation,P.O. Box 1398,Murfreesboro,TN,"37133-1398",,
192855,National Institutes of Health,9000 Rockville Pike,Bethesda,MD,"20892-1078",,
192855,National Institutes of Health,9000 Rockville Pike,Bethesda,MD,"20892-1078",,
192855,National Institutes of Health,9000 Rockville Pike,Bethesda,MD,"20892-1078",,
197559,Nationwide Children's Hospital,700 Children's Drive,Columbus,OH,"43205",,
197559,Nationwide Children's Hospital,700 Children's Drive,Columbus,OH,"43205",,
193849,Navajo Area Indian Health Service Crownpoint,USPHS Hospital-Crownpoint P.O. Box 358,Crownpoint,NM,"87313-0358",,
208901,Naval Dental Center/Gulf Coast Advanced Education in General Dentistry 12 Months,"161 Turner Street, Suite B",Pensacola,FL,"32508-5526",,
208910,Naval Dental Center/Hospital - Great Lakes Advanced Education in General Dentistry 12 Months,2730 Sampson Road,Great Lakes,IL,"60088",,
225496,Naval Dental Center/Hospital - San Diego Advanced Education in General Dentistry 12 Months,Naval Station Box 368147,San Diego,CA,"92136-5596",,
208929,Naval Dental Clinic Mid-Atlantic Advanced Education in General Dentistry 12 Months,1647 Taussig Boulevard,Norfolk,VA,"23511-2896",,
208938,Naval Hospital/Camp Pendleton-Dental Department,,Camp Pendleton,CA,"92055-5191",,
194781,Naval Medical Center - San Diego,34800 Bob Wilson Drive,San Diego,CA,"92134-5000",,
194781,Naval Medical Center - San Diego,34800 Bob Wilson Drive,San Diego,CA,"92134-5000",,
194781,Naval Medical Center - San Diego,34800 Bob Wilson Drive,San Diego,CA,"92134-5000",,
175768,Naval School of Health Sciences,1001 Holcomb Road,Portsmouth,VA,"23708-5200",,
175768,Naval School of Health Sciences,1001 Holcomb Road,Portsmouth,VA,"23708-5200",,
175768,Naval School of Health Sciences,1001 Holcomb Road,Portsmouth,VA,"23708-5200",,
175768,Naval School of Health Sciences,1001 Holcomb Road,Portsmouth,VA,"23708-5200",,
